アイテム名,コード,リテール分類コード,企業コード,企業名,営業月,対象年月日,対象年月日 (コピー),店舗コード,店舗名,店舗設定名,表示コード,Vポイント値引き額(税込み),Vポイント値引額(標準税率分/税込),Vポイント値引額(軽減税率分/税込),値引金額,売上数量,売上金額,売上金額(Vポイント値引き前),売上金額(標準税率分/税抜),売上金額(軽減税率分/税抜),客数,買取数
金券受取名称３2,32,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,,9999,0,0,0,0,4,52,0,0,0,0,0
株式会社アプラス,9681,10,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,株式会社アプラス,456,0,0,0,0,17,172543,0,0,0,0,0
ポケットカード株式会社,20,10,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,ポケットカード株式会社,457,0,0,0,0,1,1650,0,0,0,0,0
ファミマクレジット,5822,10,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,ファミマクレジット,458,0,0,0,0,0,0,0,0,0,0,0
オリコ,9880,10,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,オリコ,459,0,0,0,0,0,0,0,0,0,0,0
ファミマクレジット＋,5823,10,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,,9999,0,0,0,0,0,0,0,0,0,0,0
オリコ＋,9881,10,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,,9999,0,0,0,0,0,0,0,0,0,0,0
提携外ＪＣＢ,9661,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,提携外ＪＣＢ,460,0,0,0,0,28,177008,0,0,0,0,0
ＪＣＢ　ＰＲＥＭＯ,9707,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,ＪＣＢ　ＰＲＥＭＯ,461,0,0,0,0,0,0,0,0,0,0,0
提携外ＶＩＳＡ,9663,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,提携外ＶＩＳＡ,462,0,0,0,0,99,1040264,0,0,0,0,0
提携外ＶＩＳＡ／Ｍａｓｔｅｒ,9665,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,提携外ＶＩＳＡ／Ｍａｓｔｅｒ,463,0,0,0,0,0,0,0,0,0,0,0
提携外ＧＣ,2,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,提携外ＧＣ,464,0,0,0,0,0,0,0,0,0,0,0
提携外ジャックス,9110,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,提携外ジャックス,465,0,0,0,0,0,0,0,0,0,0,0
提携外ダイナース,9660,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,提携外ダイナース,466,0,0,0,0,0,0,0,0,0,0,0
提携外アプラス,9681,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,提携外アプラス,467,0,0,0,0,0,0,0,0,0,0,0
提携外ＡＭＥＸ,9819,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,提携外ＡＭＥＸ,468,0,0,0,0,0,0,0,0,0,0,0
提携外ＯＲＩＣＯ,9880,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,提携外ＯＲＩＣＯ,469,0,0,0,0,1,1048,0,0,0,0,0
提携外ポケットカード,20,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,提携外ポケットカード,470,0,0,0,0,5,35977,0,0,0,0,0
クレジット会社コード０８,8,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード０８,471,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード０９,9,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード０９,472,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード１０,10,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード１０,473,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード１１,11,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード１１,474,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード１２,12,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード１２,475,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード１３,13,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード１３,476,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード１４,14,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード１４,477,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード１５,15,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード１５,478,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード１６,16,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード１６,479,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード１７,17,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード１７,480,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード１８,18,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード１８,481,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード１９,19,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード１９,482,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード２１,21,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード２１,483,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード２２,22,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード２２,484,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード２３,23,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード２３,485,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード２４,24,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード２４,486,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード２５,25,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード２５,487,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード２６,26,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード２６,488,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード２７,27,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード２７,489,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード２８,28,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード２８,490,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード２９,29,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード２９,491,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード３０,30,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード３０,492,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード３１,31,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード３１,493,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード３２,32,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード３２,494,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード３３,33,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード３３,495,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード３４,34,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード３４,496,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード３５,35,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード３５,497,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード３６,36,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード３６,498,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード３７,37,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード３７,499,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード３８,38,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード３８,500,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード３９,39,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード３９,501,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード４０,40,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード４０,502,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード４１,41,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード４１,503,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード４２,42,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード４２,504,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード４３,43,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード４３,505,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード４４,44,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード４４,506,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード４５,45,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード４５,507,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード４６,46,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード４６,508,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード４７,47,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード４７,509,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード４８,48,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード４８,510,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード４９,49,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード４９,511,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード５０,50,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,クレジット会社コード５０,512,0,0,0,0,0,0,0,0,0,0,0
クレジット会社コード５１,51,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,,9999,0,0,0,0,2,78000,0,0,0,0,0
クレジット会社コード５２,52,11,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,,9999,0,0,0,0,0,0,0,0,0,0,0
ＣＤ,0,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＣＤ　　　　　　　　　　　　　　　　　　,1,284,312,0,13478,97,18611,18895,18611,0,3,0
ＭＡＸＩ,1,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＭＡＸＩ　　　　　　　　　　　　　　　　,2,28,30,0,1597,11,2110,2138,2110,0,4,0
ＣＤＳ,2,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＣＤＳ　　　　　　　　　　　　　　　　　,3,0,0,0,0,0,0,0,0,0,0,0
ＬＰ,3,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＬＰ　　　　　　　　　　　　　　　　　　,4,0,0,0,0,0,0,0,0,0,0,0
ＥＰ,4,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＥＰ　　　　　　　　　　　　　　　　　　,5,0,0,0,0,0,0,0,0,0,0,0
ＭＴ,5,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＭＴ　　　　　　　　　　　　　　　　　　,6,0,0,0,0,0,0,0,0,0,0,0
ＭＤ,6,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＭＤ　　　　　　　　　　　　　　　　　　,7,0,0,0,0,0,0,0,0,0,0,0
ＶＨＳ,20,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＶＨＳ　　　　　　　　　　　　　　　　　,8,0,0,0,0,0,0,0,0,0,0,0
ＤＶＤ,21,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＶＤ　　　　　　　　　　　　　　　　　,9,1007,1103,0,3600,619,52219,53226,52219,0,1,0
ブルーレイ,22,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ブルーレイ　　　　　　　　　　　　　　　,10,0,0,0,0,3,300,300,300,0,0,0
８ミリ,23,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,８ミリ　　　　　　　　　　　　　　　　　,11,0,0,0,0,0,0,0,0,0,0,0
ＬＤ,24,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＬＤ　　　　　　　　　　　　　　　　　　,12,0,0,0,0,0,0,0,0,0,0,0
ゲームソフト,40,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ゲームソフト　　　　　　　　　　　　　　,13,0,0,0,9,8,90000,90000,0,0,1,0
ハード,52,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ハード　　　　　　　　　　　　　　　　　,14,0,0,0,0,0,0,0,0,0,0,0
コミックレンタル,75,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,コミック　　　　　　　　　　　　　　　　,15,1272,1390,0,21686,728,36144,37416,36144,0,13,0
返却ＢＯＸ,89,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,返却ＢＯＸ　　　　　　　　　　　　　　　,16,0,0,0,0,0,0,0,0,0,0,0
ＣＤ0ＰＰＴ,100,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＣＤ0ＰＰＴ　　　　　　　　　　　　　　,17,0,0,0,0,0,0,0,0,0,0,0
ＭＡＸＩ0ＰＰＴ,101,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＭＡＸＩ0ＰＰＴ　　　　　　　　　　　　,18,0,0,0,0,0,0,0,0,0,0,0
ＶＨＳ0ＰＰＴ,120,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＶＨＳ0ＰＰＴ　　　　　　　　　　　　　,19,0,0,0,0,0,0,0,0,0,0,0
ＤＶＤ0ＰＰＴ,121,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＶＤ0ＰＰＴ,20,1447,1589,0,27572,168,33673,35120,33673,0,42,0
ブルーレイ0ＰＰＴ,122,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ブルーレイ0ＰＰＴ　　　　　　　　　　　,21,10,10,0,9,1,364,374,364,0,4,0
ゲームソフト0ＰＰＴ,140,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ゲームソフト0ＰＰＴ　　　　　　　　　　,22,0,0,0,0,0,0,0,0,0,0,0
ハード0ＰＰＴ,152,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ハード0ＰＰＴ　　　　　　　　　　　　　,23,0,0,0,0,0,0,0,0,0,0,0
コミック0ＰＰＴ,175,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,コミック0ＰＰＴ　　　　　　　　　　　　,24,0,0,0,0,0,0,0,0,0,0,0
ＶＨＳ0ＰＳＳ,220,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＶＨＳ0ＰＳＳ　　　　　　　　　　　　　,25,0,0,0,0,0,0,0,0,0,0,0
ＤＶＤ0ＰＳＳ,221,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＶＤ0ＰＳＳ　　　　　　　　　　　　　,26,8000,8800,0,27572,168,33673,41673,33673,0,5,0
ＶＨＳ0ＵＦ,320,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＶＨＳ0ＵＦ　　　　　　　　　　　　　　,27,0,0,0,0,0,0,0,0,0,0,0
ＣＤ0プロモーション,400,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＣＤ0プロモーション　　　　　　　　　　,28,0,0,0,0,0,0,0,0,0,0,0
ＶＨＳ0プロモーション,420,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＶＨＳ0プロモーション　　　　　　　　　,29,0,0,0,0,0,0,0,0,0,0,0
VRハード,421,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,0,9999,0,0,0,0,0,0,0,0,0,0,0
VRソフト,422,1,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,0,9999,0,0,0,0,0,0,0,0,0,0,0
入会,2190,2,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入会　　　　　　　　　　　　　　　　　　,30,0,0,0,0,0,0,0,0,0,0,0
変更,2191,2,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,変更　　　　　　　　　　　　　　　　　　,31,0,0,0,0,12,1330,1330,1330,0,12,0
継続,2192,2,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,継続　　　　　　　　　　　　　　　　　　,32,0,0,0,213,9,651,651,651,0,9,0
再発行,2193,2,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,再発行　　　　　　　　　　　　　　　　　,33,215,233,0,0,1,215,430,0,0,1,0
レンタル年会費,2194,2,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,レンタル年会費　　　　　　　　　　　　　,34,0,0,0,119,21,1401,1401,1401,0,21,0
定額レンタルサービス入会,2195,2,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,定額レンタルサービス入会　　　　　　　　,35,119,130,0,0,1,119,238,119,0,1,0
定額レンタルサービス継続,2196,2,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,定額レンタルサービス継続　　　　　　　　,36,0,0,0,0,0,0,0,0,0,0,0
定額レンタルサービス解約,2197,2,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,定額レンタルサービス解約　　　　　　　　,37,0,0,0,0,0,0,0,0,0,0,0
譲渡,2198,2,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,0,9999,0,0,0,0,0,0,0,0,0,0,0
相続,2199,2,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,0,9999,0,0,0,0,0,0,0,0,0,0,0
ＣＤＳ,1002,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＣＤＳ　　　　　　　　　　　　　　　　　,40,0,0,0,0,0,0,0,0,0,0,0
アナログ,1003,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,アナログ　　　　　　　　　　　　　　　　,41,0,0,0,0,0,0,0,0,0,0,0
ＴＲグッズ,1004,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＴＲグッズ　　　　　　　　　　　　　　　,42,0,0,0,0,0,0,0,0,0,0,0
ＭＴ,1005,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＭＴ　　　　　　　　　　　　　　　　　　,43,0,0,0,0,0,0,0,0,0,0,0
ＤＬ音楽（課税）,1006,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＬ音楽（課税）　　　　　　　　　　　　,44,0,0,0,0,0,0,0,0,0,0,0
ＳＡＣＤ,1007,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＳＡＣＤ　　　　　　　　　　　　　　　　,45,0,0,0,0,0,0,0,0,0,0,0
ＤＶＤＡ,1008,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＶＤＡ　　　　　　　　　　　　　　　　,46,0,0,0,0,0,0,0,0,0,0,0
映像その他,1020,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,映像その他　　　　　　　　　　　　　　　,47,0,0,0,0,0,0,0,0,0,0,0
ＤＶＤ,1021,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＶＤ　　　　　　　　　　　　　　　　　,48,0,0,0,0,0,0,0,0,0,0,0
ブルーレイ,1022,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ブルーレイ　　　　　　　　　　　　　　　,49,0,0,0,0,0,0,0,0,0,0,0
ＤＬ映像（課税）,1023,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＬ映像（課税）　　　　　　　　　　　　,50,0,0,0,0,0,0,0,0,0,0,0
ＤＬ映像（非課税）,1024,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＬ映像（非課税）　　　　　　　　　　　,51,0,0,0,0,0,0,0,0,0,0,0
ゲームソフト,1040,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ゲームソフト　　　　　　　　　　　　　　,52,0,0,0,2809,1,2810,2810,2810,0,1,0
ゲームハード,1041,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ゲームハード　　　　　　　　　　　　　　,53,0,0,0,0,0,0,0,0,0,0,0
ゲームサプライ,1042,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ゲームサプライ　　　　　　　　　　　　　,54,0,0,0,0,0,0,0,0,0,0,0
ＤＬゲーム（課税）,1043,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＬゲーム（課税）　　　　　　　　　　　,55,0,0,0,0,1,2182,2182,2182,0,5,0
ＴＯＹ＆ＨＯＢＢＹ,1044,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＴＯＹ＆ＨＯＢＢＹ　　　　　　　　　　　,56,0,0,0,0,0,0,0,0,0,0,0
ＤＬゲーム（非課税）,1045,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＬゲーム（非課税）　　　　　　　　　　,57,0,0,0,0,0,0,0,0,0,0,0
金券ＰＯＳＡ,1046,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券ＰＯＳＡ　　　　　　　　　　　　　　,58,0,0,0,0,2,7800,7800,7800,0,4,0
金券ＰＯＳＡ（Ｔマネー他）,1047,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券ＰＯＳＡ（Ｔマネー他）　　　　　　　,59,0,0,0,0,0,0,0,0,0,0,0
トレカ,1048,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,トレーディングカード　　　　　　　　　　,60,0,0,0,60,192,50722,50722,50722,0,16,0
ブランクメディア,1050,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ブランクメディア　　　　　　　　　　　　,61,0,0,0,0,0,0,0,0,0,0,0
アクセサリー,1051,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,アクセサリー　　　　　　　　　　　　　　,62,0,0,0,0,2,4764,4764,4764,0,2,0
ハード,1052,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ハード　　　　　　　　　　　　　　　　　,63,0,0,0,0,0,0,0,0,0,0,0
文房具,1053,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,文房具　　　　　　　　　　　　　　　　　,64,0,0,0,499,138,44016,44016,44016,0,16,0
グッズ,1054,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,グッズ　　　　　　　　　　　　　　　　　,65,0,0,0,0,35,65180,65180,65180,0,0,0
ＤＰＥ,1055,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＰＥ　　　　　　　　　　　　　　　　　,66,0,0,0,0,0,0,0,0,0,0,0
チケット,1056,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,チケット　　　　　　　　　　　　　　　　,67,0,0,0,0,0,0,0,0,0,0,0
金券,1057,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券　　　　　　　　　　　　　　　　　　,68,0,0,0,0,0,0,0,0,0,0,0
その他物販,1059,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,その他物販　　　　　　　　　　　　　　　,69,0,0,0,16,168,2935,2935,2935,0,16,0
ラウンジ,1060,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ラウンジ　　　　　　　　　　　　　　　　,70,0,0,0,0,0,0,0,0,0,0,0
Ｃａｆｅ,1061,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,Ｃａｆｅ　　　　　　　　　　　　　　　　,71,0,0,0,0,0,0,0,0,0,0,0
モバイルハード,1062,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,モバイルハード　　　　　　　　　　　　　,72,0,0,0,0,0,0,0,0,0,0,0
モバイル通信,1063,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,モバイル通信　　　　　　　　　　　　　　,73,0,0,0,0,0,0,0,0,0,0,0
モバイルサービス,1064,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,モバイルサービス,74,0,0,0,0,0,0,0,0,0,0,0
家電（ハード）,1065,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,家電（ハード）,75,0,0,0,0,0,0,0,0,0,0,0
家電（その他）,1066,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,家電（その他）　　　　　　　　　　　　　,76,0,0,0,0,0,0,0,0,0,0,0
コミックグッズ,1069,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,コミックグッズ　　　　　　　　　　　　　,77,0,0,0,0,0,0,0,0,0,0,0
週刊誌,1070,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,週刊誌　　　　　　　　　　　　　　　　　,78,0,0,0,0,0,0,0,0,0,0,0
雑誌,1071,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,雑誌　　　　　　　　　　　　　　　　　　,79,0,0,0,12443,281,237261,237261,237261,0,5,0
ムック,1072,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ムック　　　　　　　　　　　　　　　　　,80,0,0,0,0,0,0,0,0,0,0,0
文庫,1073,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,文庫　　　　　　　　　　　　　　　　　　,81,0,0,0,0,0,0,0,0,0,0,0
新書,1074,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,新書　　　　　　　　　　　　　　　　　　,82,0,0,0,0,0,0,0,0,0,0,0
